num visits,num species,NLCD2011_FS_C11_375_PLAND,NLCD2011_FS_C12_375_PLAND,NLCD2011_FS_C21_375_PLAND,NLCD2011_FS_C22_375_PLAND,NLCD2011_FS_C23_375_PLAND,NLCD2011_FS_C24_375_PLAND,NLCD2011_FS_C31_375_PLAND,NLCD2011_FS_C41_375_PLAND,NLCD2011_FS_C42_375_PLAND,NLCD2011_FS_C43_375_PLAND,NLCD2011_FS_C52_375_PLAND,NLCD2011_FS_C71_375_PLAND,NLCD2011_FS_C81_375_PLAND,NLCD2011_FS_C82_375_PLAND,NLCD2011_FS_C90_375_PLAND,NLCD2011_FS_C95_375_PLAND,HOUSING_DENSITY,HOUSING_PERCENT_VACANT,ELEV_GT,DIST_FROM_FLOWING_FRESH,DIST_IN_FLOWING_FRESH,DIST_FROM_STANDING_FRESH,DIST_IN_STANDING_FRESH,DIST_FROM_WET_VEG_FRESH,DIST_IN_WET_VEG_FRESH,DIST_FROM_FLOWING_BRACKISH,DIST_IN_FLOWING_BRACKISH,DIST_FROM_STANDING_BRACKISH,DIST_IN_STANDING_BRACKISH,DIST_FROM_WET_VEG_BRACKISH,DIST_IN_WET_VEG_BRACKISH,LATITUDE,LONGITUDE,LOC_ID,IS_AVI_LOC
889.00000,357.00000,86.39667,0.00000,11.67167,26.01338,43.40343,4.19241,0.27926,94.43757,17.19037,4.01360,5.01629,1.53644,58.78509,63.42636,5.03897,0.60716,58.37814,0.07839,355.00000,0.00000,7.00000,4.00000,1.00000,8.00000,6.00000,5.00000,1.00000,1.00000,2.00000,9.00000,5.00000,42.10822,-75.10822,0.69793,1.00000
656.00000,220.00000,56.70538,0.00000,13.97952,11.58815,35.35423,13.82017,1.40249,42.17793,7.57544,6.87843,11.31140,1.05243,95.54639,13.88200,16.80725,1.26731,325.96501,0.00070,130.00000,3.00000,0.00000,2.00000,4.00000,6.00000,4.00000,6.00000,6.00000,1.00000,4.00000,1.00000,1.00000,42.11222,-75.11222,0.71992,0.00000
941.00000,26.00000,74.95117,0.00000,1.99686,47.55423,28.91487,13.78624,1.14702,48.01259,0.83707,14.68033,13.91823,0.70621,93.16681,10.87520,8.82382,0.01151,158.90393,0.01517,22.00000,3.00000,2.00000,2.00000,2.00000,1.00000,4.00000,0.00000,1.00000,6.00000,7.00000,0.00000,5.00000,42.11623,-75.11623,0.21731,1.00000
829.00000,418.00000,1.16547,0.00000,6.26474,27.40141,43.11422,3.98079,0.68222,80.04119,14.89665,12.78205,18.71726,1.18539,5.02290,2.23312,2.20214,0.89291,297.43869,0.02885,273.00000,2.00000,0.00000,0.00000,5.00000,3.00000,5.00000,3.00000,8.00000,3.00000,9.00000,7.00000,0.00000,42.12024,-75.12024,0.62275,1.00000
772.00000,136.00000,68.72236,0.00000,6.65124,19.43701,46.42143,11.61177,1.21653,40.81421,9.31262,9.28338,16.52507,1.65177,51.04252,43.35884,2.29450,1.95477,140.92547,0.04333,441.00000,4.00000,0.00000,4.00000,6.00000,3.00000,4.00000,9.00000,6.00000,7.00000,8.00000,7.00000,3.00000,42.12425,-75.12425,0.69227,0.00000
177.00000,7.00000,20.70180,0.00000,2.63792,15.88265,37.44274,17.42924,1.84923,40.76338,14.89978,3.88232,9.71116,0.81188,10.33399,15.84178,1.24167,1.76709,111.20230,0.08265,449.00000,3.00000,3.00000,8.00000,1.00000,3.00000,8.00000,2.00000,6.00000,1.00000,3.00000,1.00000,6.00000,42.12826,-75.12826,0.22956,0.00000
103.00000,114.00000,63.25765,0.00000,19.29296,5.49471,29.74466,3.67007,0.87249,20.03501,10.89635,19.67534,8.99152,0.93549,74.10312,15.65324,17.41438,0.92362,291.18329,0.05206,118.00000,0.00000,1.00000,3.00000,2.00000,9.00000,8.00000,4.00000,3.00000,8.00000,2.00000,1.00000,1.00000,42.13226,-75.13226,0.00869,1.00000
892.00000,165.00000,67.34587,0.00000,0.85041,44.07330,17.72233,2.68957,0.09223,5.27940,15.49545,16.55472,4.53161,0.74572,25.62880,53.03994,13.26884,1.59737,440.86730,0.07338,331.00000,4.00000,6.00000,4.00000,5.00000,8.00000,8.00000,0.00000,0.00000,7.00000,0.00000,6.00000,3.00000,42.13627,-75.13627,0.40737,0.00000
153.00000,402.00000,74.78121,0.00000,18.57227,29.81522,30.69338,7.06637,0.15013,98.81660,1.77188,2.89394,16.27048,0.16638,30.16990,56.61423,19.24732,1.44601,454.57665,0.02594,151.00000,3.00000,7.00000,9.00000,2.00000,0.00000,7.00000,5.00000,1.00000,2.00000,8.00000,7.00000,9.00000,42.14028,-75.14028,0.87374,1.00000
19.00000,139.00000,50.02854,0.00000,16.98494,22.07770,35.62070,4.36045,0.01625,86.58182,5.37249,2.71059,1.55171,0.18922,47.69590,69.79119,4.74071,0.32099,92.65531,0.03938,141.00000,3.00000,1.00000,1.00000,3.00000,2.00000,2.00000,6.00000,8.00000,3.00000,3.00000,7.00000,7.00000,42.14429,-75.14429,0.74923,0.00000
54.00000,193.00000,70.64550,0.00000,15.80882,36.28259,0.47053,18.38193,0.28464,63.46452,3.31369,13.87437,2.84884,0.69169,55.10549,27.14287,6.84639,0.52765,72.85898,0.04306,352.00000,1.00000,2.00000,0.00000,3.00000,5.00000,2.00000,0.00000,2.00000,3.00000,1.00000,4.00000,7.00000,42.14830,-75.14830,0.06392,1.00000
362.00000,77.00000,92.11105,0.00000,17.74128,45.98138,47.83890,4.40410,0.74863,29.94081,18.05424,17.31754,2.13263,1.15034,55.42873,9.55632,14.28210,1.53556,216.73607,0.08127,353.00000,3.00000,0.00000,1.00000,9.00000,1.00000,3.00000,0.00000,4.00000,0.00000,1.00000,6.00000,9.00000,42.15230,-75.15230,0.84445,1.00000
582.00000,115.00000,91.32660,0.00000,7.00979,8.87409,27.04386,15.66706,0.55340,20.17330,2.15832,11.25526,15.64040,1.27493,98.07324,32.69944,14.53951,1.60802,459.02967,0.05231,68.00000,3.00000,2.00000,8.00000,3.00000,8.00000,6.00000,9.00000,4.00000,1.00000,8.00000,7.00000,9.00000,42.15631,-75.15631,0.35989,0.00000
766.00000,41.00000,84.45107,0.00000,8.78878,11.90408,11.18791,13.81863,1.11549,68.03169,11.26778,2.23947,10.42370,1.98751,85.52114,67.36899,2.20091,1.01608,263.95715,0.03571,219.00000,4.00000,5.00000,5.00000,0.00000,6.00000,1.00000,1.00000,3.00000,9.00000,7.00000,4.00000,9.00000,42.16032,-75.16032,0.85583,0.00000
959.00000,489.00000,1.25281,0.00000,6.49031,27.99076,10.64320,5.10901,0.77622,81.71190,10.39619,3.02725,12.08629,0.09540,47.03141,73.50927,13.37810,1.42170,35.61011,0.03336,364.00000,4.00000,6.00000,2.00000,9.00000,7.00000,7.00000,2.00000,5.00000,6.00000,6.00000,8.00000,5.00000,42.16433,-75.16433,0.14260,0.00000
636.00000,144.00000,64.03079,0.00000,13.92339,33.14647,23.62511,12.92771,0.54823,23.87449,8.60147,7.85351,6.99826,1.88642,81.29048,34.09940,7.82725,0.06285,22.28088,0.02933,286.00000,2.00000,9.00000,8.00000,1.00000,5.00000,9.00000,7.00000,6.00000,0.00000,9.00000,8.00000,3.00000,42.16834,-75.16834,0.33373,0.00000
328.00000,478.00000,14.38632,0.00000,12.23869,25.25245,39.58040,2.39162,1.29377,20.94404,19.09843,14.59555,18.96107,1.39231,59.87118,75.49335,2.11860,1.92683,176.44683,0.09279,393.00000,2.00000,1.00000,3.00000,6.00000,6.00000,7.00000,8.00000,2.00000,8.00000,5.00000,9.00000,5.00000,42.17234,-75.17234,0.27170,1.00000
963.00000,195.00000,45.89099,0.00000,12.00052,8.17121,8.28334,5.45739,0.25803,71.83108,4.42547,11.36062,2.00439,1.94991,65.11237,38.71338,8.47939,1.90946,101.39962,0.07593,345.00000,2.00000,3.00000,9.00000,5.00000,2.00000,3.00000,0.00000,9.00000,8.00000,9.00000,4.00000,7.00000,42.17635,-75.17635,0.70367,1.00000
47.00000,298.00000,88.79394,0.00000,8.65150,27.38968,6.37159,18.23491,1.40096,60.90905,8.63000,9.91924,13.39489,1.42413,36.03698,22.39688,1.57859,1.63394,158.50573,0.05710,464.00000,3.00000,7.00000,7.00000,5.00000,9.00000,1.00000,4.00000,3.00000,8.00000,3.00000,0.00000,6.00000,42.18036,-75.18036,0.52554,1.00000
269.00000,397.00000,77.88602,0.00000,11.17133,40.77252,7.20277,7.54682,0.57481,8.98035,2.99795,10.96540,11.93694,1.71977,68.67684,18.09113,8.32562,0.35075,276.35195,0.01303,332.00000,4.00000,0.00000,7.00000,7.00000,2.00000,6.00000,7.00000,5.00000,9.00000,6.00000,9.00000,3.00000,42.18437,-75.18437,0.81685,1.00000
481.00000,131.00000,6.87042,0.00000,4.37967,31.11856,34.15442,14.14101,0.71420,39.07459,17.97395,16.77651,18.46154,1.44529,44.25335,21.14444,19.49603,0.35962,217.36587,0.02471,122.00000,3.00000,2.00000,6.00000,8.00000,6.00000,8.00000,8.00000,2.00000,9.00000,9.00000,3.00000,9.00000,42.18838,-75.18838,0.62300,0.00000
538.00000,39.00000,29.50929,0.00000,19.07172,1.27103,2.43988,9.36013,0.89793,92.79864,18.36628,16.56936,5.85446,0.80878,48.35764,10.63306,19.09854,1.85905,88.59098,0.04773,322.00000,3.00000,6.00000,2.00000,2.00000,2.00000,6.00000,8.00000,5.00000,5.00000,0.00000,9.00000,5.00000,42.19238,-75.19238,0.05390,0.00000
755.00000,498.00000,85.52730,0.00000,2.93229,8.50410,30.58766,18.80378,1.44239,31.83353,5.17110,16.84560,4.41567,0.34588,7.01103,42.37207,6.48953,1.55204,235.67288,0.04735,487.00000,0.00000,4.00000,8.00000,1.00000,0.00000,9.00000,5.00000,5.00000,7.00000,4.00000,5.00000,5.00000,42.19639,-75.19639,0.44766,0.00000
866.00000,380.00000,50.52842,0.00000,6.10388,38.37936,20.13998,17.86601,1.03810,43.65678,8.77803,9.60925,8.47971,0.31032,91.91506,15.35975,17.68396,1.02143,236.41433,0.09542,410.00000,2.00000,4.00000,2.00000,4.00000,8.00000,5.00000,1.00000,9.00000,7.00000,6.00000,4.00000,4.00000,42.20040,-75.20040,0.45016,0.00000
523.00000,227.00000,97.96558,0.00000,13.99825,2.64736,16.14601,11.91589,0.85148,16.82832,14.95196,18.98012,2.83846,0.05382,54.19550,6.00309,10.87280,1.92931,134.74343,0.03259,441.00000,4.00000,8.00000,1.00000,2.00000,0.00000,8.00000,0.00000,7.00000,8.00000,6.00000,3.00000,6.00000,42.20441,-75.20441,0.44516,0.00000
402.00000,108.00000,64.80136,0.00000,6.81742,28.82478,10.18203,14.24387,0.76716,99.68313,15.03015,0.35433,6.97333,1.77756,32.25669,35.62157,13.03256,1.70115,29.87895,0.09866,76.00000,4.00000,9.00000,4.00000,8.00000,7.00000,7.00000,7.00000,2.00000,4.00000,9.00000,9.00000,3.00000,42.20842,-75.20842,0.57472,0.00000
748.00000,374.00000,16.00028,0.00000,2.51666,48.01516,7.00437,14.58256,1.34994,78.84837,17.35858,3.57539,11.02948,1.86086,77.30035,23.05041,4.45052,0.85422,255.28098,0.07282,250.00000,0.00000,0.00000,2.00000,0.00000,7.00000,2.00000,2.00000,4.00000,2.00000,9.00000,3.00000,2.00000,42.21242,-75.21242,0.51693,1.00000
186.00000,348.00000,62.41290,0.00000,2.06378,15.35947,1.50980,14.79648,1.76225,61.02007,6.41174,6.61669,11.65832,0.81531,67.79875,24.69121,2.72657,0.20018,436.43452,0.00214,269.00000,0.00000,0.00000,4.00000,7.00000,3.00000,3.00000,7.00000,9.00000,2.00000,9.00000,2.00000,6.00000,42.21643,-75.21643,0.34708,0.00000
34.00000,490.00000,7.52622,0.00000,6.73172,23.18308,46.05795,16.31016,1.44361,52.25646,14.90750,18.13670,13.61509,0.42872,38.95135,40.26190,6.52645,1.27148,210.68125,0.07854,316.00000,1.00000,5.00000,6.00000,3.00000,6.00000,1.00000,2.00000,9.00000,9.00000,5.00000,5.00000,5.00000,42.22044,-75.22044,0.28280,0.00000
572.00000,305.00000,85.17706,0.00000,13.06960,25.31660,21.09430,9.88802,1.33629,3.78831,15.52441,2.90150,14.53890,1.06633,10.23937,61.41316,5.32279,0.77873,151.93564,0.08649,192.00000,2.00000,9.00000,3.00000,1.00000,7.00000,8.00000,4.00000,2.00000,7.00000,0.00000,1.00000,8.00000,42.22445,-75.22445,0.64438,1.00000
389.00000,49.00000,44.22041,0.00000,4.75068,38.42187,27.61061,7.30613,0.56062,43.66385,16.65257,11.87405,1.81748,1.39884,47.81135,43.66232,14.03793,1.71401,308.03886,0.01293,301.00000,1.00000,4.00000,1.00000,5.00000,1.00000,2.00000,9.00000,6.00000,9.00000,5.00000,3.00000,4.00000,42.22846,-75.22846,0.67177,0.00000
776.00000,297.00000,51.03238,0.00000,2.49569,44.21776,20.40246,6.58851,1.46987,38.92221,9.30732,17.17586,8.29121,0.71210,90.44447,69.24019,10.42440,0.32582,137.05299,0.01204,8.00000,3.00000,7.00000,2.00000,9.00000,6.00000,7.00000,5.00000,6.00000,1.00000,7.00000,0.00000,8.00000,42.23246,-75.23246,0.83432,1.00000
634.00000,484.00000,18.39690,0.00000,6.63950,6.56035,32.97938,11.44606,0.57879,80.92871,4.66464,13.60994,6.67000,0.30023,72.91846,55.45572,6.84083,0.18124,168.98027,0.08079,262.00000,0.00000,2.00000,3.00000,8.00000,5.00000,0.00000,8.00000,9.00000,7.00000,9.00000,2.00000,4.00000,42.23647,-75.23647,0.59236,1.00000
777.00000,241.00000,67.19015,0.00000,5.81501,40.05496,5.79967,16.87281,1.23571,61.56921,8.88154,14.57422,18.96089,1.45614,2.13299,75.78016,2.84391,1.90935,64.95351,0.03957,3.00000,4.00000,7.00000,8.00000,4.00000,5.00000,7.00000,8.00000,7.00000,7.00000,9.00000,6.00000,6.00000,42.24048,-75.24048,0.43691,0.00000
513.00000,260.00000,54.80177,0.00000,5.55023,39.32331,19.51067,18.74399,1.72610,72.63395,13.29211,6.38142,10.95976,0.60951,24.20072,35.17281,11.31965,0.44491,473.42777,0.06750,217.00000,3.00000,1.00000,9.00000,9.00000,8.00000,5.00000,2.00000,4.00000,6.00000,8.00000,1.00000,1.00000,42.24449,-75.24449,0.66394,1.00000
403.00000,222.00000,93.53946,0.00000,11.16834,27.60963,21.62568,0.82444,0.18485,7.06273,15.09385,12.28087,9.29217,0.51164,38.44768,49.58538,0.33242,0.16263,175.14532,0.06178,374.00000,3.00000,1.00000,9.00000,6.00000,8.00000,7.00000,8.00000,8.00000,6.00000,7.00000,6.00000,8.00000,42.24850,-75.24850,0.63162,1.00000
896.00000,236.00000,0.12675,0.00000,11.59434,19.91652,7.06529,16.69737,0.07770,92.22340,3.53555,19.12047,0.06508,0.97187,42.78341,20.68209,19.25477,0.14573,136.10845,0.03107,478.00000,4.00000,0.00000,8.00000,0.00000,7.00000,0.00000,6.00000,7.00000,8.00000,9.00000,5.00000,6.00000,42.25251,-75.25251,0.33263,1.00000
300.00000,84.00000,86.25912,0.00000,11.66000,17.55344,45.78021,6.28132,1.45800,2.68656,15.75604,3.69602,13.23435,0.37077,6.47625,47.40770,8.55823,0.12108,185.05945,0.09555,430.00000,2.00000,7.00000,7.00000,1.00000,6.00000,4.00000,7.00000,2.00000,0.00000,3.00000,9.00000,6.00000,42.25651,-75.25651,0.73745,1.00000
270.00000,176.00000,88.29961,0.00000,8.64933,49.41833,25.96577,10.65999,0.84446,15.67225,12.66134,10.83824,13.52885,1.54413,23.20334,75.62825,7.57855,1.49053,398.25910,0.01266,402.00000,1.00000,5.00000,8.00000,2.00000,0.00000,8.00000,7.00000,2.00000,5.00000,8.00000,3.00000,5.00000,42.26052,-75.26052,0.92616,0.00000
876.00000,151.00000,47.06389,0.00000,1.29420,34.37903,3.32078,4.84727,1.32854,26.16879,10.54583,18.32615,3.90372,1.85576,45.25526,35.86803,3.01746,1.78374,213.64857,0.07536,121.00000,3.00000,1.00000,3.00000,4.00000,2.00000,8.00000,3.00000,0.00000,9.00000,6.00000,8.00000,4.00000,42.26453,-75.26453,0.50099,1.00000
99.00000,429.00000,9.45687,0.00000,2.02318,39.34169,28.48568,16.05231,0.46920,87.40369,17.96314,10.31598,8.83276,1.97091,39.62639,14.61666,5.08823,0.25121,319.42496,0.09440,203.00000,0.00000,8.00000,8.00000,8.00000,1.00000,2.00000,5.00000,3.00000,9.00000,2.00000,8.00000,4.00000,42.26854,-75.26854,0.78469,1.00000
